word,pos
light,ADJ
meant,NOUN
continue,VERB
enter,ADP
white-blond,ADJ
winning,VERB
open,PRT
ELEVEN,NOUN
Occasions,NOUN
bobbing,VERB
FOR,NOUN
hopeful,ADJ
ride,VERB
shake,NOUN
inside,ADJ
cursed,ADJ
fling,VERB
upset,VERB
coals,NOUN
havin,NOUN
Wriggling,NOUN
soccer,NOUN
drop,VERB
3,NUM
stolen,VERB
Would,VERB
billowing,VERB
TRICKS,NOUN
Your,NOUN
well-,ADJ
mind,VERB
thank,NOUN
bunch,NOUN
Excuse,ADP
gasp,VERB
wrongly,ADV
staircases,NOUN
worse,ADJ
free,ADJ
ribbon,NOUN
asphodel,NOUN
Give,VERB
murmur,NOUN
crazy,ADJ
open,VERB
straight,VERB
laughed,VERB
Investigations,NOUN
Profit,NOUN
glad,NOUN
whisperers,NOUN
Broomsticks,NOUN
Britain,NOUN
spread,VERB
swelling,VERB
damn,NOUN
OUT,ADJ
Night,NOUN
seconds,NOUN
striding,VERB
horned,VERB
Everything,NOUN
clouds,NOUN
change,NOUN
every,DET
Go,NOUN
Bell,NOUN
YouKnow-Who,ADJ
lighted,ADJ
Galloping gargoyles,EXC
PARCEL,NOUN
askew,NOUN
warn,VERB
Duddy,NOUN
speaking,VERB
advanced,ADJ
peace,NOUN
flung,VERB
charged,VERB
Never,NOUN
following,ADJ
Malfoy,X
languages,NOUN
reckons,NOUN
Surely,ADV
unfolded,VERB
Speaking,VERB
hag,NOUN
eleven,VERB
drew,VERB
section,NOUN
squealed,VERB
frighten,VERB
Hermlone,NOUN
fumbling,VERB
Drive,NOUN
pecked,VERB
creep,VERB
crossly,ADV
folds,NOUN
ALLOWED,NOUN
make,VERB
odd,ADJ
Jelly-Legs,NOUN
promised,VERB
thieves,NOUN
complete,ADJ
only,ADV
strongly,ADV
chosen,NOUN
interest,NOUN
know-it-all,NOUN
jerked,VERB
flashy,ADJ
yeh,PRON
Shoo,ADJ
KEYS,NOUN
blob,NOUN
Quirrell,ADV
slippery,NOUN
wasted,VERB
soared,VERB
teacher,NOUN
St,NOUN
anythin,ADP
left,NOUN
Which,NOUN
perform,VERB
that,ADV
living-room,NOUN
covers,VERB
centaur,NOUN
sent,VERB
effort,NOUN
sweet,ADJ
old,ADJ
wish,VERB
proof,ADJ
curiously,ADV
NOTHING,NOUN
trying,VERB
splattered,VERB
ripped,VERB
enough,NOUN
FLAMEL,NOUN
lead,NOUN
bags,NOUN
holiday,NOUN
boots,NOUN
Ravenclaws,NOUN
4,NUM
front,VERB
swam,NOUN
....,ADP
Brazil,NOUN
look,NOUN
footstool,NOUN
dust-colored,ADJ
Alberic,NOUN
LIVED,NOUN
concentrate,VERB
For,ADP
gruffly,NOUN
dropping,VERB
Zabini,NOUN
red-headed,ADJ
Longbottom,NOUN
Pomftey,NOUN
hanging,VERB
drive,NOUN
declared,VERB
another,DET
sprawled,VERB
tall,ADJ
yelling,VERB
servant,NOUN
three-thirty,NOUN
discoveries,NOUN
can,VERB
test,NOUN
wound,NOUN
sneaking,VERB
each,DET
lanterns,NOUN
with,ADP
stamps,NOUN
funny,ADJ
fly,NOUN
Bagshot,NOUN
iron-gray,ADJ
watering,VERB
might,VERB
jabbed,VERB
Harry,VERB
So,ADP
noble,ADJ
met,VERB
drove,VERB
dying,VERB
drinks,VERB
metal,NOUN
hatching,NOUN
unwelcome,ADJ
y,VERB
box,NOUN
Bane,NOUN
sometimes,VERB
Ooh,NOUN
reasonably,ADV
league,NOUN
injured,VERB
Pompously,NOUN
rid,ADJ
rescued,VERB
potato,NOUN
fluttering,ADJ
DO,NOUN
bated,VERB
peppermints,NOUN
HOGWARTS,NOUN
place,NOUN
explain,VERB
P-Professor,NOUN
order,NOUN
heads,VERB
Collapsible,ADJ
turrets,NOUN
passage,NOUN
oh,NOUN
displeased,ADJ
they,PRON
wolfing,VERB
sickening,VERB
Pig,NOUN
Way,NOUN
rooted,VERB
closer,ADJ
spot,NOUN
soothe,VERB
delayed,VERB
Caught,VERB
drag,VERB
natural,ADJ
last,ADJ
Anythin,NOUN
engraved,VERB
Evil,NOUN
castle,NOUN
start,VERB
broken,VERB
brooms,NOUN
hammer,NOUN
mounds,NOUN
cooked,VERB
Swish,ADJ
tackled,VERB
screamed,VERB
choose,VERB
Yeh,NOUN
buildings,NOUN
summat,VERB
unexpected,ADJ
program,NOUN
dad,VERB
spoil,VERB
spokesgoblin,NOUN
snatch,VERB
forced,VERB
Much,ADV
face-to-face,NOUN
Thousand,NOUN
desperate,NOUN
fight,VERB
On,ADP
chamber,NOUN
sweeping,ADJ
chickened,VERB
shiny,NOUN
Once,ADV
story,NOUN
insisted,VERB
spluttered,VERB
strained,VERB
folded,VERB
bronze,ADJ
bag,NOUN
tight,ADJ
clap,VERB
plainly,ADV
teddy,NOUN
st-stuttering,ADJ
fouls,NOUN
picking,VERB
circumstances,NOUN
EIGHT,NOUN
hooves,NOUN
speared,VERB
up,PRT
punished,VERB
Great,NOUN
Panicking,VERB
alternative,NOUN
dangerous,ADJ
back,ADV
guess,VERB
whom,PRON
cabbage,NOUN
parted,VERB
tighter,NOUN
sofa,NOUN
Spray,NOUN
voice,NOUN
celebrity,NOUN
mood,NOUN
played,VERB
desktop,NOUN
horny,ADJ
emptied,VERB
mahogany,NOUN
agree,VERB
cats,NOUN
Good,ADJ
help,VERB
triumph,NOUN
favored,VERB
containing,VERB
Sorting,NOUN
Fall,NOUN
Quidditch,VERB
tower,NOUN
Going,VERB
wizarding,VERB
happier,NOUN
fame,NOUN
happy,ADJ
tries,NOUN
-here,NOUN
problems,NOUN
wheel,NOUN
fascinating,VERB
wilder,NOUN
spirits,NOUN
The,DET
Leviosa,NOUN
waffle,NOUN
keeps,VERB
Mimsy,NOUN
cereal,NOUN
pushed,VERB
snatched,VERB
catches,VERB
teeth,ADJ
appearance,NOUN
leg,NOUN
Yvonne,VERB
-,.
shinin,NOUN
battered,ADJ
arrived,VERB
tailcoats,NOUN
harder,NOUN
OLD,NOUN
Damn,EXC
berserk,NOUN
Anyway,NOUN
Fifty,ADJ
talking,VERB
sign,NOUN
egg,NOUN
match,NOUN
third-floor,ADJ
flushed,VERB
wandered,VERB
stubs,NOUN
different-sized,ADJ
celebrated,VERB
clicking,NOUN
P-P-Petunia,ADJ
dense,NOUN
Nothing,NOUN
Love,NOUN
don,NOUN
flinging,VERB
You-Know-Who,NOUN
thundered,VERB
brown,PRT
bunny,ADJ
packages,NOUN
-they,NOUN
Nice,ADJ
planned,VERB
slip,VERB
nerve,NOUN
s'pposed,ADJ
Pucey,NOUN
done,VERB
covered,VERB
shakily,ADV
brand-new,ADJ
Warty,NOUN
Vol-,NOUN
Know,VERB
concrete,ADJ
fifth-year,ADJ
guarding,ADJ
using,VERB
Men,NOUN
boxes,NOUN
nose,ADV
mess,VERB
describing,VERB
groped,VERB
moaning,VERB
linen,ADJ
snakelike,NOUN
nightmare,NOUN
quilt,NOUN
glowing,VERB
Yet,CONJ
brary,ADJ
great,ADJ
wore,VERB
unlocked,ADJ
plays,VERB
learning,VERB
reason,NOUN
butter,NOUN
windmill,NOUN
giving,VERB
goes,VERB
gardens,NOUN
Fitch,NOUN
jackets,NOUN
blackness,NOUN
coulda,NOUN
wood,NOUN
land,NOUN
exchanged,VERB
sincerely,ADV
Jordan,NOUN
names,ADV
heed,NOUN
redder,NOUN
contact,NOUN
smartly,ADV
strode,VERB
breaks,NOUN
mauve,NOUN
nailed,VERB
Flushed,VERB
across,ADP
Honestly,ADV
tired,VERB
backpack,NOUN
McKinnons,NOUN
DUDLEY,NOUN
starry,NOUN
granite,ADJ
admiring,NOUN
Sometimes,ADV
bother,VERB
Spinner,NOUN
broomstick,NOUN
t-t-to,ADJ
moment,NOUN
biscuits,VERB
porridge,NOUN
Those,DET
misery,NOUN
Wednesday,NOUN
Tawny,NOUN
nervous,ADJ
holes,NOUN
troublesome,ADJ
missing,VERB
bitten,VERB
yours,ADV
SOME,NOUN
slamming,VERB
apart,ADV
spend,VERB
given,VERB
shows,VERB
along,PRT
quill,NOUN
rugs,NOUN
gulp,NOUN
score,NOUN
shouting,NOUN
mysterious,ADJ
spotted,VERB
NORBERT,NOUN
decent,NOUN
Grunnion,NOUN
argue,VERB
foghorn,NOUN
cross,VERB
polite,ADJ
paisley,NOUN
firsthand,NOUN
ta,ADV
suspicion,NOUN
'til,PRT
Agrippa,NOUN
doin,NOUN
tens,NOUN
lowered,VERB
chalk,NOUN
platform,ADJ
think,NOUN
cows,NOUN
borrowed,VERB
railway,NOUN
wasn,NOUN
Tower,NOUN
Force,NOUN
pupils,NOUN
loud,NOUN
fit,VERB
nearer,ADV
tags,ADJ
needed,VERB
standing,VERB
cloudy,NOUN
Trouble,NOUN
mantelpiece,NOUN
hour,NOUN
wherever,PRT
cursed,VERB
weeks,NOUN
fifty,NOUN
jet,NOUN
Oh,NOUN
breathlessly,ADV
burly,ADJ
brightly,ADV
spiral,NOUN
elbow,NOUN
mar-,ADJ
left,X
Should,NOUN
porcupine,NOUN
words,NOUN
puppet,NOUN
behave,VERB
D'yeh,NOUN
heaven,NOUN
lay,VERB
flattened,VERB
astride,ADP
reflections,NOUN
Ten,NUM
twelve,NOUN
orange,NOUN
surely,ADV
insides,NOUN
blazing,NOUN
OR,CONJ
Put-Outer,NOUN
magical,ADJ
Paddington,NOUN
He-,NOUN
Blaise,NOUN
GRYFFINDOR,NOUN
Welcome,ADJ
honest,ADJ
material,NOUN
Gringotts,NOUN
captain,NOUN
Rejoice,NOUN
plastic,NOUN
wrestle,VERB
Hufflepuff,PRT
younger,ADV
Scars,NOUN
beauty,NOUN
glasses,NOUN
Hams,NOUN
Bettie,NOUN
sounds,VERB
silk,NOUN
ambling,VERB
introduced,VERB
skipped,VERB
anxiety,NOUN
processor,NOUN
Sprouts,NOUN
for,ADP
meeting,NOUN
following,VERB
loopy,ADJ
top,ADJ
Rise,NOUN
Mother,NOUN
loose,ADV
wander,VERB
astonishing,NOUN
staircase,VERB
were,VERB
Both,DET
Soon,NOUN
sandwich,NOUN
march,NOUN
tut,NOUN
unseated,VERB
Percy,NOUN
lingered,VERB
everythin,ADJ
outstanding,ADJ
under,ADP
Prefect,NOUN
waving,NOUN
glad,ADJ
Pearly-white,ADJ
gamekeeping,VERB
'd,VERB
Friar,NOUN
dead,VERB
Quirrell,NOUN
Screech,NOUN
fuming,VERB
whispering,VERB
club,NOUN
dogs,NOUN
moving,VERB
precisely,ADV
Lights,NOUN
necessary,ADJ
Twenty-four,ADJ
bundles,NOUN
rare,ADJ
These,DET
neighbor,NOUN
rain,NOUN
tidy,NOUN
likes,VERB
oh,X
Ridgebacks,NOUN
mutter,VERB
armchairs,NOUN
Chess,NOUN
Ickle,NOUN
heavily,ADV
glumly,ADV
followers,NOUN
bred,VERB
Potter,.
power,NOUN
Told,VERB
calmly,NOUN
standard,ADJ
ruins,NOUN
discussing,VERB
baked,VERB
TWELVE,ADP
blast,NOUN
Nevertheless,NOUN
asking,VERB
Anything,NOUN
water,NOUN
resolution,NOUN
mount,VERB
tights,NOUN
deserted,ADJ
around,ADV
glared,VERB
-bodied,ADJ
behavior,NOUN
squeaked,VERB
left,ADJ
Sorry,NOUN
exciting,VERB
tidier,NOUN
cream,NOUN
landing,VERB
video,NOUN
drinker,NOUN
wheeled,VERB
lovely,ADV
youngest,ADJ
THIRTEEN,NOUN
stormy,NOUN
colors,NOUN
crashing,VERB
firs,NOUN
D'you,NOUN
Befuddle,NOUN
flooded,VERB
flinched,VERB
objects,NOUN
usual,ADJ
sight,NOUN
abou,NOUN
papers,NOUN
shut,NOUN
Heads,NOUN
enough,ADJ
twenty-one,ADJ
sleeves,NOUN
Sahara,NOUN
relieved,ADJ
all,ADV
hammered,VERB
finer,NOUN
armpit,VERB
headed,VERB
fluttering,VERB
burn-,ADJ
save,VERB
accidents,NOUN
field,NOUN
'to,ADP
smallest,ADJ
mistakes,NOUN
cakes,NOUN
longed,VERB
rear,ADJ
knock,NOUN
starts,VERB
o,VERB
before,ADV
wind,NOUN
Vernon,VERB
measure,NOUN
servant,ADJ
panicked,VERB
lies,VERB
bodies,NOUN
Anyone,ADV
performed,VERB
slithering,VERB
takin,NOUN
flutter,NOUN
Oak,NOUN
Convention,NOUN
As,ADP
bedrooms,NOUN
Or,CONJ
celebrating,NOUN
strawberry,NOUN
goblin,ADJ
overtaking,VERB
wiping,VERB
lock,NOUN
reports,NOUN
chops,NOUN
selfish,ADJ
whenever,ADV
leather,NOUN
jars,NOUN
lift,VERB
Much,NOUN
asked,VERB
taught,NOUN
fleet,NOUN
feel,VERB
heaved,VERB
looks,NOUN
WIZARDRY,NOUN
sat,ADV
Bit,NOUN
Owls,NOUN
was,VERB
push,VERB
spiny,ADJ
yelled,VERB
Looking,VERB
batty,ADJ
Grunnings,NOUN
lean,VERB
bank,NOUN
steadily,ADV
trials,NOUN
bandages,NOUN
Shooting,VERB
HOGWARTS,ADJ
fought,VERB
shaped,VERB
overtake,VERB
ca,VERB
tight,VERB
van,NOUN
oh,ADJ
shrill,ADJ
begin,VERB
manner,NOUN
control,VERB
luggage,NOUN
classroom,NOUN
harp,NOUN
FIRST,NOUN
scrawl,NOUN
glaring,VERB
COME,NOUN
sneak,VERB
Yes,NOUN
towering,NOUN
gradually,ADV
There,DET
But,CONJ
marked,VERB
Yeh,ADJ
streaked,VERB
icing,NOUN
answered,VERB
DIAGON,NOUN
reminding,NOUN
MR.,NOUN
helped,VERB
Brought,NOUN
within,ADP
tucked,ADJ
insultin,NOUN
blistering,NOUN
pavement,NOUN
carts,NOUN
pick,VERB
leaving,VERB
McGuffin,NOUN
watch,VERB
desperate,ADJ
Mount,NOUN
caughty,NOUN
Voldemort,NOUN
Self-Stirring,ADJ
end,NOUN
fie,NOUN
rarely,ADV
believed,VERB
press,VERB
Eeylops,NOUN
yellowish,ADJ
treated,VERB
quills,VERB
alarming,VERB
whelk,NOUN
Nope,NOUN
innocent,NOUN
bonnet,NOUN
Why,ADV
astronomy,NOUN
battered,VERB
steamrollered,VERB
special,ADJ
trouble,NOUN
swoop,NOUN
Blown,VERB
Ahern,NOUN
lighter,NOUN
teddy,ADJ
ropes,NOUN
binding,VERB
shivered,VERB
brooding,VERB
Had,VERB
pursed,VERB
swiftly,ADV
ray,NOUN
Shhh,ADJ
popkin,VERB
Railview,NOUN
Next,NOUN
service,NOUN
Switch,NOUN
added,VERB
ALBUS-,ADJ
drooling,VERB
discussion,NOUN
price,NOUN
Disgusted,VERB
shapeless,ADJ
Egg,NOUN
MAD,NOUN
bunny,VERB
hissing,NOUN
'undred,NUM
puffing,VERB
mahogany,ADJ
winding,VERB
tables,NOUN
mixture,NOUN
several,ADJ
Taped,VERB
brothers,NOUN
fame,ADJ
spindly,ADV
full-grown,ADJ
finger,NOUN
beating,NOUN
train,NOUN
narrowed,VERB
delicate,ADJ
shriveled,ADJ
frown,NOUN
THREE-QUARTERS,NOUN
badger,NOUN
panic,ADJ
frantic,ADJ
rushed,VERB
able,ADJ
note,VERB
thickset,VERB
shriek,ADJ
Ouch,ADJ
spiders,NOUN
harder,ADJ
nose,NOUN
unwrap,VERB
gently,ADV
bicycle,NOUN
yellow,NOUN
Switching,VERB
Cleansweep,ADJ
jaws,NOUN
should,VERB
Mind,VERB
upside,ADV
m-myself,NOUN
return,VERB
wax,NOUN
always,ADV
'Yes,.
dense,ADJ
shaggy,ADJ
heavens,NOUN
creatures,VERB
gasping,VERB
MASTER,NOUN
going,VERB
arrows,NOUN
warning,NOUN
matches,NOUN
sense,NOUN
You-Know-Who,ADJ
let,VERB
swallow,NOUN
vain,NOUN
Potions,NOUN
Hope,NOUN
arguments,NOUN
FOURTEEN,NOUN
revolting,VERB
complained,VERB
hope,VERB
Honestly,NOUN
pity,NOUN
bend,NOUN
firework,NOUN
in,ADP
mended,VERB
English,NOUN
arrow,NOUN
herself,VERB
Tibbles,NOUN
Vol-,ADJ
Twenty,NUM
disappearing,VERB
Foul,ADJ
swipe,NOUN
Neck,NOUN
collecting,NOUN
genius,NOUN
uncomfortable,ADJ
creaked,VERB
leering,VERB
garlic,NOUN
boaters,NOUN
tickled,VERB
remind,VERB
yours,NOUN
blank,ADJ
kidney,NOUN
apart,NOUN
Brazilian,ADJ
comforting,VERB
Aargh,X
thrown,VERB
twinkling,VERB
fur,ADJ
fact,NOUN
'',.
scented,VERB
deaths,NOUN
D-Defense,NOUN
strict,ADJ
foreheads,NOUN
on,ADP
concen,VERB
ta,NOUN
shaking,VERB
Side,NOUN
climbed,VERB
expression,NOUN
jus,VERB
together,ADV
during,ADP
thin,ADJ
head,VERB
grate,NOUN
dragging,VERB
swung,VERB
greener,NOUN
sniffy,ADJ
wasters,NOUN
trickling,VERB
vacationing,VERB
earned,VERB
footfalls,NOUN
nearer,NOUN
stacked,VERB
followed,VERB
funeral,ADJ
ME,NOUN
taunting,VERB
reckon,NOUN
tourists,NOUN
disliked,VERB
Perched,VERB
cat,ADJ
Malfay,NOUN
outrage,NOUN
Blowing,NOUN
pile,NOUN
goblins,VERB
dodge,NOUN
Taking,VERB
Galleons,NOUN
failed,VERB
stalagmites,NOUN
reddish,ADJ
counting,VERB
sliding,VERB
football,NOUN
dunno,VERB
aloud,ADV
Restricted,VERB
behind,VERB
Thank,NOUN
Hagrid,NOUN
little,ADV
illegal,ADJ
gentle,ADJ
desks,NOUN
hopped,VERB
Really,ADV
spoke,VERB
annoyed,ADJ
chalk,ADJ
crutches,NOUN
cruel,ADJ
Arsenius,NOUN
meant,VERB
noticing,NOUN
sides,NOUN
less,ADV
caught,VERB
crisis,NOUN
Gallopin,NOUN
heart,NOUN
commentary,NOUN
shuddered,VERB
steal,NOUN
potionmaking,NOUN
slipped,VERB
dud,NOUN
fifty,ADJ
Living,NOUN
tapping,NOUN
dampen,VERB
lightning,VERB
often,ADV
scrawny,NOUN
stroked,VERB
squeak,NOUN
horribly,ADV
'Alohomora,X
laws,NOUN
spiral,ADJ
powers,NOUN
taking,VERB
slightly,ADV
crumpled,VERB
gingerly,ADV
drumming,VERB
From,NOUN
Just,ADV
length,NOUN
cheeks,NOUN
licking,VERB
actually,ADV
zoom,NOUN
upon,ADP
patient,ADJ
go,NOUN
women,NOUN
Back,ADV
seriously,ADV
bakery,NOUN
flowered,ADJ
may,VERB
-for,NOUN
families,NOUN
scraped,VERB
patrolled,VERB
secrets,NOUN
wiped,VERB
ridiculous,ADJ
twelve,ADJ
doubted,VERB
goat,NOUN
jinx,NOUN
Ham,NOUN
ankles,NOUN
SEIZE,NOUN
SORTING,NOUN
Goodness,EXC
merely,ADV
cloaks,NOUN
quite,VERB
clouds,VERB
defrosting,VERB
sharper,ADJ
Go,VERB
drafty,NOUN
art,NOUN
cap,VERB
valuable,ADJ
surprising,ADJ
twelve-foot,ADJ
moleskin,NOUN
plastic,ADJ
suggested,VERB
COURSE,NOUN
gateway,NOUN
helmeted,ADJ
pinched,VERB
distinctly,ADV
HAT,NOUN
stuffed,VERB
askew,VERB
spectacular,ADJ
PLATFORM,NOUN
sorta,NOUN
dimpled,VERB
AM,VERB
news,NOUN
flatten,VERB
moonlight,ADJ
Beats,NOUN
tremblin,ADJ
chivalry,NOUN
wastepaper,ADJ
woven,VERB
completely,ADV
copy,NOUN
dear,NOUN
dialing,VERB
hoping,NOUN
cans,NOUN
discuss,VERB
Ate,ADP
volume,NOUN
defenseless,NOUN
Thirteen-and-a-half,ADJ
Hufflepuffis,NOUN
came,VERB
Stonewall,NOUN
sounded,VERB
provoked,VERB
Percy,ADJ
Of,ADP
Three,NOUN
only,ADJ
amber,NOUN
Oliver,NOUN
Looks,VERB
won,NOUN
Come,NOUN
rattle,VERB
all-,ADJ
busy,ADJ
stargazers,NOUN
vibrating,VERB
Get,NOUN
expect,VERB
gleaming,VERB
unwrapping,VERB
gave,VERB
steering,NOUN
Search,NOUN
around,NOUN
Hog,NOUN
Millicent,NOUN
Not,ADV
Modern,ADJ
giant,ADJ
contains,VERB
springy,NOUN
Hardly,ADV
wings,NOUN
greeting,NOUN
GO,VERB
dropped,VERB
hind,NOUN
look,VERB
asleep,ADV
bit,ADV
straining,VERB
begins,VERB
robes,NOUN
proudly,ADV
livid,ADV
countryside,NOUN
fishy,ADJ
Hebridean,NOUN
grayish,ADJ
AntiCheating,NOUN
Yes,X
crossed,VERB
yourselves,NOUN
chatter,NOUN
ends,NOUN
away,PRT
Nine,ADJ
strapping,VERB
safest,ADJ
whippy,ADJ
up,ADP
untouched,VERB
Anyone,NOUN
tosh,NOUN
shortly,ADV
page,NOUN
alongside,ADP
second,ADJ
brass,NOUN
lumps,NOUN
shortcuts,NOUN
Ollivanders,NOUN
fly,VERB
singsong,ADJ
lurking,NOUN
forget,VERB
forest,NOUN
window,NOUN
gives,VERB
mangled,VERB
Thanks,NOUN
post,NOUN
Knuts,NOUN
prodding,VERB
grown-up,ADJ
weighed,VERB
rich,ADJ
carrying-,ADJ
Doris,NOUN
pewter,NOUN
waiting,NOUN
wide,ADJ
tortoise,NOUN
hatching,VERB
legs,ADJ
galloped,VERB
interfere,VERB
hours,NOUN
complain,NOUN
gazed,VERB
problem,NOUN
walnut,NOUN
small,ADJ
accident,NOUN
celebrations,NOUN
Stop,NOUN
main,ADJ
spots,NOUN
First-year,ADJ
sounding,VERB
pop,NOUN
useful,ADJ
behaving,VERB
spot,VERB
rigged,VERB
sparks,VERB
elastic,ADJ
Terry,NOUN
barks,NOUN
existence,NOUN
takin,ADJ
pointed,ADJ
space,NOUN
bustled,VERB
tangles,NOUN
crowd,NOUN
threw,VERB
carelessly,ADV
stunt,NOUN
Seven,NOUN
Yeh,VERB
mustached,VERB
Lots,NOUN
Yew,NOUN
curtain,NOUN
woolen,NOUN
checked,VERB
try,NOUN
blimey,NOUN
scratchy,ADJ
dormice,NOUN
Please,NOUN
man,NOUN
scudding,VERB
finally,ADV
bottles,NOUN
offended,VERB
feast,NOUN
Fancy,NOUN
palms,NOUN
softly,ADV
pan,NOUN
Any,DET
Shaking,VERB
hooted,VERB
tentacles,NOUN
heap,NOUN
maniacs,NOUN
honor,NOUN
picked,VERB
drinking,VERB
ranting,VERB
Dead,ADJ
crisply,NOUN
ribs,NOUN
opposite,VERB
grasping,VERB
this,DET
Centaurs,NOUN
Delighted,NOUN
snoring,VERB
legendary,ADJ
jig,NOUN
wide-eyed,ADJ
ugly,ADV
Think,VERB
tie,NOUN
pulled,VERB
Curses,NOUN
reminds,VERB
back,ADJ
yes,ADV
spurt,NOUN
Probably,ADV
Our,PRON
wizards,NOUN
misses,NOUN
locked,VERB
Norbert,VERB
Master,NOUN
grumbled,VERB
so,ADP
Suppose,VERB
gasps,NOUN
separating,VERB
buy,NOUN
p-places,NOUN
bucking,VERB
cryin,NOUN
bottle,NOUN
next,ADV
geroff,NOUN
bonnets,NOUN
bewitched,VERB
hates,VERB
fifty-eight,ADJ
whisk,VERB
golden,ADJ
ful,ADJ
glee,NOUN
scratching,VERB
build,NOUN
politer,NOUN
flying-,ADJ
palace,NOUN
dial,NOUN
doors,NOUN
Events,NOUN
familiar,ADJ
persuade,VERB
shriveled,VERB
burying,VERB
track,NOUN
grief,NOUN
opening,NOUN
SEVEN,NOUN
detentions,NOUN
counter,NOUN
hired,VERB
d'yeh,NOUN
keeping,VERB
half,DET
frightening,ADJ
CURRENTLY,NOUN
bed,NOUN
overhead,NOUN
claws,NOUN
motion,NOUN
wands,VERB
Sunday,NOUN
snap,ADJ
parents,NOUN
smiling,NOUN
building,NOUN
checkup,NOUN
Next,ADJ
Add,NOUN
bean,NOUN
Nothing,VERB
students,NOUN
stars,NOUN
don,VERB
owned,VERB
somewhere,ADV
changed,VERB
Happy,ADJ
hissing,ADJ
Cap,NOUN
weak,ADJ
creature,NOUN
mother,NOUN
deafening,VERB
flatly,ADV
disappeared,ADJ
wonder,NOUN
Patil,NOUN
Platform,NOUN
behead,VERB
BOOM,NOUN
bought,VERB
),.
rabbitin,NOUN
Pansy,NOUN
deserved,VERB
galloping,NOUN
unDursleyish,ADJ
time,NOUN
seeming,VERB
above,ADP
Maple,NOUN
Has,NOUN
destiny,NOUN
gown,NOUN
revenge,NOUN
explained,VERB
Keys,NOUN
eerie,ADV
Head,NOUN
nursed,VERB
wearing,NOUN
out,ADP
boats,NOUN
YEARS,NOUN
confusing,ADJ
yellow,ADJ
flaming,ADJ
glancing,VERB
fury,NOUN
slippers,NOUN
signs,NOUN
Quite,ADV
muscle,NOUN
worried,ADJ
diagonally,ADV
rules,NOUN
mum,NOUN
exasperation,NOUN
scared-looking,NOUN
damp,NOUN
panels,NOUN
faint,NOUN
DURSLEY,NOUN
chances,NOUN
afterward,ADV
nonmagic,ADJ
pitch,NOUN
cobbled,ADJ
twenty-six,ADJ
louder,VERB
contact,VERB
visit,NOUN
headless,NOUN
friends,NOUN
enclose,VERB
pasties,NOUN
flickered,VERB
peas,ADV
Miss,NOUN
Knew,NOUN
admiring,VERB
cowering,VERB
twenty,ADJ
bloody,ADJ
Students,NOUN
lizards,NOUN
excitement,NOUN
FORIBIDDEN,NOUN
tinkling,VERB
flicking,VERB
beneath,NOUN
unsticking,VERB
's,VERB
oldest,ADJ
International,NOUN
stammering,VERB
waved,VERB
Experts,NOUN
rope,NOUN
belong,VERB
lined,VERB
sleeps,VERB
Mrs.,NOUN
run,NOUN
notice,NOUN
who,PRON
pretty,ADV
customer,NOUN
shelves,NOUN
century,NOUN
blowing,VERB
tottering,VERB
haven,ADJ
peeling,NOUN
vampire,NOUN
faithful,ADJ
audience,NOUN
HAVE,NOUN
awarding,NOUN
blinding,NOUN
tinge,NOUN
banner,NOUN
blankets,NOUN
tips,NOUN
drifted,VERB
sadly,ADV
ta,ADJ
queasy,ADJ
angles,NOUN
Lily,NOUN
writer,NOUN
think,VERB
dark,NOUN
destined,VERB
pay,NOUN
into,ADP
gathering,VERB
kindling,VERB
hobbled,VERB
fear,NOUN
wasn,VERB
atop,ADP
excuse,NOUN
trapped,VERB
walked,VERB
once,ADV
Your,PRON
Elixir,NOUN
silently,ADV
Another,DET
naughty,ADV
commanded,VERB
GONE,NOUN
nearer,ADJ
insulted,VERB
scared,VERB
wrists,NOUN
Parkinson,NOUN
wins,VERB
Curious,NOUN
fir,NOUN
best,NOUN
drawn,VERB
fret,VERB
turning,VERB
poking,NOUN
winked,VERB
secret,NOUN
blonde,NOUN
effect,NOUN
Forgetting,VERB
uncle,NOUN
round,NOUN
use,NOUN
snatching,VERB
strayed,VERB
Should,VERB
stare,NOUN
large,ADJ
clutching,VERB
Nicholas,NOUN
LATEST,NOUN
telephone,NOUN
exploding,VERB
faster,ADJ
shredded,VERB
slid,VERB
string,NOUN
slugs,NOUN
boiled,VERB
chilled,VERB
thirteen,NOUN
bearded,ADJ
rest,NOUN
correcting,VERB
laid,VERB
bun,NOUN
O'clock,NOUN
understood,NOUN
midnight,VERB
bloodiness,NOUN
referees,NOUN
doorpost,NOUN
Easter,NOUN
potions,NOUN
careful,ADJ
wheezing,VERB
Wheeling,VERB
Strict,NOUN
TEACH,VERB
lose,VERB
what,PRON
younger,ADJ
bear,VERB
concentrating,VERB
chewed,VERB
tawny,ADJ
ticked,VERB
TRAPDOOR,NOUN
exam,ADJ
knobbly,ADV
shade,NOUN
tugged,VERB
vanish,VERB
lionfish,ADJ
sneeze,NOUN
Sit,NOUN
emerald-green,ADJ
ignored,VERB
November,NOUN
Emetic,NOUN
tenpin,NOUN
astonishing,VERB
soaring,VERB
tank,NOUN
Underground,NOUN
middle,NOUN
vast,NOUN
MAGIC,NOUN
Try,VERB
Draco,NOUN
Auntie,NOUN
wait,NOUN
wet,ADJ
tarantula,NOUN
number,NOUN
twitching,VERB
piercing,NOUN
get.,VERB
security,NOUN
